,gene_name,log_fc,pvals_adj,pts
6546,FAM83H-AS1,-0.6446422,0.05421793212359096,0.4666666666666667
6547,TMEM246,-3.229789,0.05382645891823376,0.013333333333333334
6548,RCL1,-0.48463178,0.05052885692090141,0.6666666666666666
6549,FAM118B,-0.72363603,0.05045978296571673,0.4266666666666667
6550,CDKN2A,-0.5272608,0.05029105528905944,0.49333333333333335
6551,ADSSL1,-4.163547,0.05002354236467741,0.05333333333333334
6552,VPS11,-0.9033926,0.049955084058241485,0.3333333333333333
6553,SEMA3D,-16.70961,0.04925873216342559,0.0
6554,OSR2,-1.8360193,0.04860083357793012,0.25333333333333335
6555,TSPAN7,-5.3400345,0.04860083357793012,0.013333333333333334
6556,ZNF586,-2.3028395,0.04846746963104977,0.06666666666666667
6557,VCPKMT,-0.7458376,0.048046360079916396,0.24
6558,CREBRF,-0.68275595,0.047980320731230965,0.30666666666666664
6559,MORC4,-0.6365235,0.04762845942065053,0.3466666666666667
6560,TPD52L2,-0.20308492,0.04762845942065053,0.9733333333333334
6561,C1RL-AS1,-1.384823,0.04759239544875532,0.16
6562,ECE2,-0.32776403,0.04680220505130516,0.8133333333333334
6563,KDM5C,-0.898284,0.04680220505130516,0.16
6564,ORC1,-1.3368899,0.046673232488769874,0.52
6565,KIF23,-0.32981226,0.046544605390052965,0.8666666666666667
6566,MCRS1,-0.36595663,0.04530643141258639,0.8
6567,PIGV,-0.6015351,0.04524374426194594,0.44
6568,VIM-AS1,-2.6689608,0.045118623328019025,0.09333333333333334
6569,DRG2,-0.32884794,0.04444799346500335,0.88
6570,AKR1B10,-2.3212457,0.044263459725416086,0.08
6571,TCFL5,-1.0633672,0.04402426294602207,0.18666666666666668
6572,REL,-0.77330554,0.04387462627161534,0.72
6573,LGALS9C,-18.570986,0.04337374452720938,0.0
6574,RNF217,-0.28407776,0.043138780900994954,0.8933333333333333
6575,MMP10,-3.3023794,0.04307879773756012,0.05333333333333334
6576,APLN,-6.1154532,0.04301889613811754,0.013333333333333334
6577,ATP6V1B2,-0.35352796,0.04301889613811754,0.7066666666666667
6578,TAB3,-1.266592,0.042263445535467736,0.7333333333333333
